type,location,bed,address,total_sqft,bath,price
Co-op for sale,New York,3,180 Riverside Dr Apt 6F,2184.207862,2,3950000
Condo for sale,New York,5,401 E 60th St Apt 4B,3498,5,4395000
Contingent,Richmond County,2,233 Freeborn St,540,1,368888
Co-op for sale,The Bronx,1,5800 Arlington Ave Apt 20D,2184.207862,1,285000
Multi-family home for sale,Queens County,6,126 Beach 98th St,2340,5,1290000
House for sale,New York,5,995 Fifth Ave Unit 5S,4357,6,11250000
Co-op for sale,Queens,2,142-15 Franklin Ave Unit 5L,2184.207862,2,458000
Co-op for sale,Queens,2,83-30 Vietor Ave Unit 721,2184.207862,1,438000
House for sale,Kings County,3,130 Avenue S,1940,2,949900
House for sale,Richmond County,3,19 Heusden St,1232,2,599000
Condo for sale,New York,4,30 Park Pl Apt 59A,2811,4,7500000
Co-op for sale,Queens,1,21-37 33rd St Unit 1E,2184.207862,1,289000
House for sale,New York,3,63 E 9th St Apt 5E,500,1,635000
House for sale,Kings County,5,1045 E 29th St,1584,2,1680000
Multi-family home for sale,Queens County,5,80-14 90th Rd,2184.207862,2,1075000
Condo for sale,Brooklyn,2,224 22nd St Apt 4D,667,1,580000
Pending,Richmond County,4,114 Tyrrell St,2780,4,838000
Condo for sale,New York,2,25 Columbus Cir # 57B,1830,2,8575000
Co-op for sale,New York,3,333 E 57th St Apt 12A,2184.207862,4,2500000
Condo for sale,Kings County,3,333 14th St Unit PSPOT1,2184.207862,2.373860858,200000
Co-op for sale,New York,3,39 Gramercy Park N Apt 3C,2184.207862,4,2595000
House for sale,Richmond County,2,15 Eunice Pl,804,2,619000
Condo for sale,New York,3,299 W 12th St Apt 3B,500,1,1200000
Co-op for sale,New York,2,128 Central Park S Unit 10A,3000,3,8250000
House for sale,Kings County,3,2801 Brown St,1600,2,1150000
Condo for sale,Brooklyn,1,662 Fourth Ave Unit 1R,387,1,375000
Condo for sale,New York,2,150 Nassau St Apt 2D,1483,2,2488000
Co-op for sale,New York,1,64 E 94th St Apt 1G,2184.207862,1,625000
Multi-family home for sale,Kings County,5,151 31st St,2184.207862,3,1510000
Co-op for sale,New York,2,870 Fifth Ave Apt 4D,2184.207862,2,4500000
Condo for sale,Brooklyn,1,110 Livingston St Apt 11J,713,1,935000
Multi-family home for sale,Kings County,5,1114 Blake Ave,2000,3,604200
Co-op for sale,Queens,1,144 Beach 121st St Apt 1A,2184.207862,1,375000
Co-op for sale,Queens,1,2158 35th St Apt 1C,2184.207862,1,339000
House for sale,Queens County,3,102-04 63 Rd,2184.207862,1,1149000
Condo for sale,New York,3,29 W 85th St Apt 3,3400,4,5200000
Multi-family home for sale,New York County,3,382 Audubon Ave,2500,2.373860858,950000
Co-op for sale,Brooklyn,2,2400 E 3rd St Apt 715,950,1,329000
Co-op for sale,Queens County,2,226-09 88 Ave Unit Upper,2184.207862,1,279000
Co-op for sale,New York,3,530 E 86th St # 7A,2500,3,2495000
Multi-family home for sale,New York County,7,32 E 22nd St,8900,8,19995000
Co-op for sale,Queens,2,37-30 83rd St Unit 3J,1075,2,595000
Multi-family home for sale,Richmond County,3,213 Liberty Ave,1696,2,850000
House for sale,Queens County,5,114-34 Inwood St,2184.207862,3,849990
Townhouse for sale,Queens County,3,13-04A 126th St,1184,2,799000
Co-op for sale,New York,1,225 E 74th St Apt 5M,2184.207862,1,550000
Multi-family home for sale,Richmond County,3,151 Daniel Low Ter,17000,2.373860858,3200000
Co-op for sale,Queens,3,5142 30th Ave Apt 4J,1100,1,639000
House for sale,Queens County,5,114-34 Inwood St,2184.207862,3,849990
House for sale,Richmond County,4,3569 Richmond Rd,2848,2,2199999
Multi-family home for sale,Bronx County,9,2108 Bathgate Ave,3316,7,950000
Multi-family home for sale,Richmond County,3,213 Liberty Ave,1696,2,850000
Co-op for sale,New York,2,129 Barrow St Apt 2A,2184.207862,1,1099500
Co-op for sale,New York,2,45 Fifth Ave Unit 2AB,2184.207862,2,2495000
House for sale,Queens County,3,59-42/44 69 St,2184.207862,1,1500000
Condo for sale,Queens,2,61-09 39 Ave Unit M6,970,1,720000
Condo for sale,New York,2,16 W 40th St Apt 25B,1882,2,4780000
Condo for sale,New York,1,404 E 66th St Apt 4N,700,1,760000
Condo for sale,New York,2,207 E 57th St Apt 16B,1628,2,2350000
Co-op for sale,Queens,1,78-06 46th Ave Unit 4G,825,1,339999
Co-op for sale,The Bronx,1,3000 Valentine Ave Apt 5F,900,1,220000
Condo for sale,Queens,1,63-14 Queens Blvd Unit 5J,750,1,499000
Co-op for sale,New York,3,230 E 79th St Apt 19C,550,1,445000
Co-op for sale,Queens,1,32-20 91st St Unit 310,700,1,299000
Condo for sale,New York,3,240 Riverside Blvd Apt 19B,2150,3,4075000
Condo for sale,Queens,2,130-14 60th Ave Unit 2C,950,2,580000
Co-op for sale,The Bronx,1,3017 Riverdale Ave Apt 2J,2184.207862,1,299900
Condo for sale,New York,2,2110 Frederick Douglass Blvd Apt 8D,1015,2,995000
Pending,Richmond County,6,80 Kelvin Ave,2444,2,825000
Condo for sale,Queens,2,5-30 47th Ave Unit 1B,1329,2,1525000
Co-op for sale,Queens,2,144-60 Gravett Rd Unit 3C,2184.207862,1,222888
Co-op for sale,New York,3,418 E 59th St Apt 31B,1800,3,1995000
Co-op for sale,Queens,1,123-25 82 Ave Unit 5R,700,1,217000
Condo for sale,Queens,1,65-38 Austin St Unit 2H,500,1,468000
Multi-family home for sale,Kings County,8,1938 Bay Ridge Ave,3375,3,1739888
House for sale,Bronx County,5,687 E 232nd St,1951,2,650000
House for sale,Kings County,10,1809 Voorhies Ave,2958,4,1690000
Multi-family home for sale,Brooklyn,3,248 New York Ave Apt 8,7984,8,2100000
Co-op for sale,New York,3,38 W 26th St Ph 12,5500,2,7450000
Co-op for sale,Queens County,1,97-40 62nd Dr Unit 8F,2184.207862,1,295000
Co-op for sale,Queens,1,111-20 73rd Ave Unit 6H,1115,1,450000
Co-op for sale,New York,1,230 Central Park W Apt 3K,2184.207862,1,995000
House for sale,Richmond County,3,132 Dalton Ave,1216,2,629000
Co-op for sale,The Bronx,1,3125 Tibbett Ave Apt 8C,660,1,235000
House for sale,New York,3,242 E 25th St Apt 3D,525,1,485000
Condo for sale,New York,2,30 W 61st St Apt 16D,1108,2,1588000
House for sale,New York,2,12 W 18th St Apt 4E,1750,2,2695000
Condo for sale,The Bronx,2,3625 Oxford Ave Apt 2B,988,2,585000
Multi-family home for sale,Queens County,8,59-20 Xenia St,2184.207862,5,1598000
Condo for sale,New York,1,11 E 36th St Ste 404,713,1,848880
Co-op for sale,Queens,1,13839 Jewel Ave Apt 3A,750,1,268000
Condo for sale,New York,3,1280 Fifth Ave Apt 17B,1756,3,3700000
Condo for sale,New York County,1,218 W 103rd St Unit 4F,743,1,1125000
Pending,Brooklyn,2,1750 E 14th St Apt 6B,1200,2,329000
House for sale,Queens County,3,25-21 Humphrey St,2184.207862,2,799000
House for sale,Kings County,4,8903 Ridge Blvd,2520,2,1380000
Co-op for sale,New York,2,325 E 41st St Apt 601,2184.207862,2,990000
Multi-family home for sale,Queens County,18,116-10 14th Rd,2520,12,2499000
Condo for sale,Brooklyn,4,42 Saint Marks Pl Apt 1,2155,3,2395000
Co-op for sale,The Bronx,2,3333 Henry Hudson Pkwy Apt 20N,2184.207862,2,600000
Co-op for sale,The Bronx,3,2500 Johnson Ave Apt 14H,2184.207862,2,745000
Condo for sale,New York,4,126 E 86th St # 16A,2863,4,8525000
Multi-family home for sale,Richmond County,6,7550 Amboy Rd,2816,5,1229000
Co-op for sale,New York,1,201 E 28th St Unit 7K,950,1,799000
Contingent,Richmond County,4,26 Roe St,1650,2,625000
Townhouse for sale,Kings County,4,1103 Bushwick Ave,1821,4,1225000
Co-op for sale,Flushing,1,63-89 Saunders St Unit 6K,2184.207862,1,299000
Condo for sale,Staten Island,1,1100 Clove Rd Apt 2K,800,1,240000
Co-op for sale,The Bronx,1,5615 Netherland Ave Apt 4E,750,1,165000
Multi-family home for sale,Queens County,4,147-57 76th Rd,2184.207862,2,1285000
Co-op for sale,New York,1,17 W 54th St Apt 10F,1000,2,765000
Condo for sale,The Bronx,2,1505 Archer Rd Apt 2D,862,1,309000
Multi-family home for sale,Kings County,6,739 E 89th St,3496,3,1250000
Townhouse for sale,Kings County,5,16 DE Koven Ct,3200,4,2099000
Co-op for sale,New York,1,320 E 42nd St Apt 3012,2184.207862,1,560000
Condo for sale,New York,3,200 E 62nd St Apt 19A,1981,3,3795000
Multi-family home for sale,Richmond County,6,7550 Amboy Rd,2816,5,1229000
Co-op for sale,The Bronx,2,2080-2090 Barnes Ave Unit 5B,2184.207862,1,269500
Condo for sale,New York,4,126 E 86th St # 16A,2863,4,8525000
Co-op for sale,New York,3,8 E 83rd St Units 11 & 12D,2184.207862,3,3275000
Co-op for sale,New York,3,31 E 72nd St Apt 3B,2184.207862,3,3795000
Co-op for sale,New York County,5,170 W 76th St # 302/402,2184.207862,4,4150000
Co-op for sale,Queens,1,98-120 Queens Blvd Unit 2H,2184.207862,1,285000
House for sale,Richmond County,4,25 Sanford St,2720,4,1249949
Contingent,Richmond County,5,80 Brewster St,2052,3,649999
Condo for sale,Brooklyn,3,550 Vanderbilt Ave Apt 511,2184.207862,1,780000
Condo for sale,Brooklyn,2,1222 Putnam Ave # 4A,1144,2,1075000
Co-op for sale,Queens,2,6610 Thornton Pl Apt 3B,2184.207862,1,345000
Co-op for sale,New York County,5,170 W 76th St # 302/402,2184.207862,4,4150000
Condo for sale,Brooklyn,2,1222 Putnam Ave # 4A,1144,2,1075000
Co-op for sale,Queens,2,6610 Thornton Pl Apt 3B,2184.207862,1,345000
Co-op for sale,Queens County,2,225-08 Hillside Ave Unit Duplex,2184.207862,1,365000
Condo for sale,Brooklyn,1,250 Manhattan Ave Unit 3R,592,1,750000
Condo for sale,New York,2,40 Broad St Ph 3F,1322,2,1850000
House for sale,Kings County,3,7715 20th Ave,1692,2.373860858,1288000
Condo for sale,New York,3,60 E 55th St Ph 3,2950,3,5250000
Multi-family home for sale,Kings County,4,1038 E 100th St,2184.207862,3,769000
Pending,Queens County,3,61-19 75th Pl,2184.207862,2,925000
Co-op for sale,New York,1,346 W 56th St Apt 1A,2184.207862,1,500000
Pending,New York,1,281 W 11th St Apt 4A,2184.207862,1,625000
Multi-family home for sale,Bronx County,8,726 E 134th St,3039,3,1375000
Co-op for sale,Queens,2,21-05 33 St Unit 5F,700,1,270000
Multi-family home for sale,Queens County,3,34-53 60th St,2184.207862,3,1273000
Co-op for sale,New York,6,895 Park Ave # 6 & 7A,2184.207862,8,15000000
Contingent,New York,1,120 E 36th St Apt 10C,2184.207862,1,499000
Co-op for sale,New York,3,344 W 72nd St Apt 609,2237,3,3585000
House for sale,Bronx County,9,2414 Tiebout Ave,2184.207862,3,749999
House for sale,Richmond County,3,140 Kiswick St,1024,2,499000
Condo for sale,Brooklyn,1,68 Eldert St # 4C,556,1,595000
Multi-family home for sale,New York,3,215 Sullivan St Apt 5E,1845,3,5000000
Townhouse for sale,Queens County,6,28-16 37th St,2184.207862,2,1495000
Condo for sale,New York,2,721 Fifth Ave Unit 52K,1784,2,2995000
Co-op for sale,The Bronx,3,2711 Henry Hudson Pkwy Apt 3C,1200,2,469900
Co-op for sale,New York,2,8 E 83rd St # 8G,2184.207862,2,1995000
Co-op for sale,The Bronx,1,1372 Shakespeare Ave Apt 4C,650,1,159999
House for sale,Kings County,4,960 E 40th St,1216,2,758000
House for sale,Bronx County,2,2566 Eastchester Rd,1048,2,599999
Co-op for sale,New York,1,170 E 92nd St # 4CD,2184.207862,1,749000
Multi-family home for sale,Kings County,8,958 Madison St,3750,4,2100000
Co-op for sale,New York County,4,944 Fifth Ave # 3FL,2184.207862,6,32000000
House for sale,Queens County,3,145-47 115th Ave,1280,2,620000
House for sale,Bronx County,3,2021 Watson Ave,1890,2,849000
Co-op for sale,The Bronx,3,2711 Henry Hudson Pkwy Apt 3C,1200,2,469900
Co-op for sale,New York,2,8 E 83rd St # 8G,2184.207862,2,1995000
Co-op for sale,New York,3,563 Park Ave Apt 10E,2610,3,3250000
Co-op for sale,Queens,2,150-20 72 Rd Unit 6A,2184.207862,1,338000
Multi-family home for sale,Kings County,3,567 St Johns Pl,2184.207862,8,3400000
Co-op for sale,New York,2,165 W End Ave Apt 7K,1157,2,1575000
Co-op for sale,Brooklyn,1,160 72nd St Apt 791,570,1,259000
House for sale,Kings County,6,762 Greene Ave,3850,4,2300000
Co-op for sale,New York,2,300 Riverside Dr Apt 8H,2184.207862,1,975000
Multi-family home for sale,Queens County,4,88-01 77th St,2184.207862,3,879000
Co-op for sale,New York County,2,36 W 35th St Ph F,775,1,950000
Condo for sale,Brooklyn,3,1906 Bergen Ave Unit 9A,1602,3,749999
Co-op for sale,Queens,3,37-33 84 St Unit 31,1050,1,639000
Condo for sale,New York,3,330 E 38th St Apt 12N,1700,3,2300000
Co-op for sale,Queens,1,97-40 62nd Dr Unit 11C,2184.207862,1,289000
Multi-family home for sale,Queens County,10,149-63 Ash Ave,3025,6,1698888
Multi-family home for sale,Kings County,4,6504 17th Ave,1528,3,1180000
Condo for sale,New York,2,15 Hudson Yards Apt 66B,2320,2,6750000
Townhouse for sale,Richmond County,3,328 Taylor St,1890,2,499000
Condo for sale,New York,1,300 E 40th St Apt 30N,2184.207862,1,799000
Co-op for sale,New York,1,210 W 103rd St Apt 5F,750,1,600000
Multi-family home for sale,Queens County,4,117-68 140th St,2184.207862,2,699000
House for sale,Queens County,5,76-24 176th St,2184.207862,3,1578000
House for sale,Queens County,4,257-21 87th Ave,2184.207862,3,849000
Condo for sale,New York,2,110 Central Park S Apt 5A,2184.207862,2,4275000
Co-op for sale,New York,1,2 Fifth Ave Apt 3F,2184.207862,1,1550000
House for sale,Bronx County,7,4429 Matilda Ave,2500,3,489000
Townhouse for sale,Richmond County,3,328 Taylor St,1890,2,499000
Condo for sale,New York,1,300 E 40th St Apt 30N,2184.207862,1,799000
Co-op for sale,New York,1,210 W 103rd St Apt 5F,750,1,600000
Co-op for sale,New York,3,300 Central Park W Apt 16B,2184.207862,3,6700000
Co-op for sale,Brooklyn,1,2928 W 5th St Apt 11S,750,1,319000
Townhouse for sale,New York County,10,49 W 16th St Unit Townhouse,6532,10,10750000
Co-op for sale,New York,1,444 E 75th St Apt 7H,730,1,520000
Co-op for sale,New York,1,54 W 16th St Apt 9G,2184.207862,1,715000
Co-op for sale,New York,1,415 E 52nd St Apt 9AB,1000,1,689000
Condo for sale,New York,3,259 Bowery Units 3 & 4,3700,3,5750000
Co-op for sale,New York,1,225 E 57th St Apt 11M,2184.207862,1,885000
House for sale,Queens,4,35-13 103rd St,1400,2,899000
Co-op for sale,New York,2,207 E 21st St Unit 4CDE,2184.207862,3,1250000
Condo for sale,Queens County,1,109-9 15th Ave,2184.207862,2.373860858,580000
Co-op for sale,New York,3,315 W End Ave Apt 2B,1500,2,1825000
Pending,Queens,1,57-07 246th Cres Unit 2,700,1,249000
House for sale,Kings County,7,7322 Avenue M,2184.207862,2.373860858,1175000
Co-op for sale,Queens,1,32-22 89th St Unit 106E,750,1,232000
Condo for sale,New York,2,318 W 100th St Apt 8B,988,1,1100000
Multi-family home for sale,Queens County,6,21-08 21 Rd,2184.207862,4,1695000
Co-op for sale,The Bronx,2,800 Grand Concourse Apt 3RS,2184.207862,1,300000
Condo for sale,New York,2,111 Murray St Apt 41B,1666,2,4999000
Multi-family home for sale,Queens County,7,56-11 Van Cleef St,4600,7,1690000
Multi-family home for sale,Kings County,4,846 E 46th St,2217,2,849999
Condo for sale,Brooklyn,3,475 Sterling Pl Apt 1B,1827,2,1695000
Multi-family home for sale,Kings County,4,366 Clermont Ave,2184.207862,4,3900000
Multi-family home for sale,Richmond County,2,166 Jewett Ave,2675,1,669000
Multi-family home for sale,Kings County,14,1792 Saint Johns Pl,2184.207862,6,1900000
Co-op for sale,New York,3,319 E 50th St Apt 8F,2184.207862,1,350000
Co-op for sale,New York,1,77 Bleecker St Apt 505,2184.207862,1,875000
Co-op for sale,New York,3,9 E 96th St Unit 7C,2184.207862,1,489000
Condo for sale,New York,3,543 W 122nd St Apt 27A,1687,2,2800000
Pending,New York,2,440 Riverside Dr Apt 105,2184.207862,1,949000
Land for sale,Kings County,3,2932 Brighton 5th St,2184.207862,2.373860858,675000
Condo for sale,Brooklyn,1,3031 Brighton 5th St Unit 3C,548,1,459000
Co-op for sale,New York,2,200 E 27th St Unit 8 /K,2184.207862,1,899000
Townhouse for sale,New York County,6,180 E 73rd St,6800,2,13650000
Co-op for sale,New York,5,730 Park Ave # 9A,2184.207862,2.373860858,21000000
Condo for sale,New York,4,1 Central Park S Unit 1901,3698,4,15900000
Condo for sale,New York,3,100 Central Park S Unit 3AD,1960,4,4995000
Condo for sale,New York,3,181 Hudson St Ste 2A,1710,1,2250000
Condo for sale,Brooklyn,3,282A Nassau Ave Apt 3A,930,1,989000
Co-op for sale,Queens,1,30-31 Hobart St Unit 3O,650,1,309999
Condo for sale,New York,3,400 Fifth Ave Unit 57E,2130,3,4880000
Condo for sale,Queens County,1,132-35 Sanford Ave Unit Ld,830,1,600000
Condo for sale,New York County,3,300 E 55th St Ph B,2515,4,5400000
Co-op for sale,The Bronx,1,5700 Arlington Ave Apt 21E,2184.207862,1,265000
Co-op for sale,Queens,1,102-17 64th Rd Unit 4F,750,1,240000
Townhouse for sale,Queens County,4,12-07 40th Ave Unit Multi,2736,5,1790000
Co-op for sale,Brooklyn,1,387 Avenue S Apt 1F,622,1,225000
Multi-family home for sale,Richmond County,6,433 Clove Rd,3733,2.373860858,1299000
Condo for sale,New York,1,393 W End Ave Apt 8F,995,2,1625000
Co-op for sale,New York,3,225 E 36th St Apt 2H,2184.207862,1,420000
Condo for sale,Staten Island,2,100 Colfax Ave Apt 3V,910,1,385000
Multi-family home for sale,Queens County,8,936 Seneca Ave,2184.207862,4,2720000
House for sale,Richmond County,4,49 Weed Ave,2444,4,1396000
Multi-family home for sale,Kings County,3,5313 Avenue H,2400,3,1195000
Co-op for sale,New York,3,80 Central Park W Apt 4G,2184.207862,1,620000
Co-op for sale,New York,3,205 E 77th St Apt 11H,2184.207862,1,300000
Co-op for sale,New York,1,420 E 55th St Apt 6L,2184.207862,1,539000
Co-op for sale,New York County,1,510 E 86th St Unit Off,1025,2,599000
Condo for sale,Manhattan,2,2 E 55th St Unit 1118,1394,3,5200000
Co-op for sale,New York,1,140 Cabrini Blvd Apt 82,2184.207862,1,650000
Co-op for sale,New York,5,983 Park Ave # 6C,3200,4,5600000
Pending,New York County,1,23 Waverly Pl # T,500,1,700000
Contingent,Richmond County,3,28 Monsey Pl,1352,2,469000
Co-op for sale,New York,2,1 Fifth Ave Unit 2J,2184.207862,2,1950000
Co-op for sale,Queens,2,166-25 Powells Cove Blvd Unit 4C,1600,2,729888
Multi-family home for sale,Kings County,7,158 Stockholm St,2184.207862,5,2225000
Multi-family home for sale,Bronx County,6,2401 Walton Ave,2184.207862,5,890000
House for sale,Kings County,4,2430 E 71st St,2172,2,949000
House for sale,Richmond County,3,54 Farrell Ct,1500,2,650000
Townhouse for sale,New York County,5,132 E 62nd St,5129,6,16500000
House for sale,Richmond County,3,18 Vanderbilt Ave,1152,2,579999
Land for sale,Brooklyn,3,449 Mayfair Dr S Lot 9,2184.207862,2.373860858,1499000
Co-op for sale,Queens,3,142-05 Roosevelt Ave Unit 225,1350,2,535000
Co-op for sale,New York,2,125 E 63rd St Apt 4B,1500,2,1250000
Multi-family home for sale,Kings County,4,1801 Ave W,2520,2,1388000
Co-op for sale,New York,1,17 W 54th St Apt 3C,2184.207862,1,845000
Condo for sale,Queens,1,61-05 39th Ave Unit G3,712,1,550000
Multi-family home for sale,Kings County,3,102 Patchen Ave,4662,6,2599000
Co-op for sale,Queens,2,17-85 215 St Unit 6H,2184.207862,2,498000
House for sale,Bronx County,3,1459 Waring Ave,1675,2,840000
Co-op for sale,New York,2,125 E 63rd St Apt 4B,1500,2,1250000
Co-op for sale,New York,1,17 W 54th St Apt 3C,2184.207862,1,845000
Multi-family home for sale,Bronx County,6,2401 Walton Ave,2184.207862,5,890000
House for sale,Kings County,4,2430 E 71st St,2172,2,949000
Co-op for sale,New York,2,23 E 74th St Apt 14F,2184.207862,2,2800000
Co-op for sale,New York,1,235 W 70th St Apt 3E,2184.207862,1,699000
Pending,Brooklyn,3,100 Remsen St Apt 1E,2184.207862,1,225000
Co-op for sale,New York County,3,3 E 71st St Units 7 & 8C,2184.207862,4,4995000
Condo for sale,Brooklyn,3,429 Kent Ave Unit L65,3341,3,2800000
Townhouse for sale,New York County,5,1390 Lexington Ave,2184.207862,3,4100000
Condo for sale,Queens,2,91-23 Corona Ave Unit 4F,800,2,725000
Co-op for sale,Brooklyn,2,3235 Emmons Ave Apt 721,873,1,349999
Co-op for sale,The Bronx,2,3000 Valentine Ave Apt 3B,1050,1,280000
Multi-family home for sale,New York,4,Paulding Ave and E 228th St,2184.207862,2,689000
Condo for sale,Queens,2,71-66 Parsons Blvd Unit 7F,739,2,595000
Multi-family home for sale,New York County,6,413 W 145th St Unit 2FAMILY,4360,2.373860858,3200000
Townhouse for sale,New York,8,175-177 E 78th St,6000,8,15990000
Condo for sale,New York,2,88 Lexington Ave Apt 1602,1428,2,2350000
Co-op for sale,Queens,1,18-05 215th St Unit 16C,2184.207862,1,369000
